"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
".","44973","SearchForHotel","Test Suite","Sat Aug 30 16:39:18 EEST 2025","passed","Sat Aug 30 16:40:03 EEST 2025","testPackage.SearchForLocations","src/test/java/testPackage/SearchForLocations","testPackage.SearchForLocations","SearchForHotel"
